event_id,cluster_id,acq_date,acq_time,satellite,instrument,latitude,longitude,daynight,bright_ti4,bright_ti5,delta_ti4_ti5,frp,confidence,scan,track,nearest_industry_distance_m,industries_within_500m,industries_within_1km,industries_within_2km,NDVI,NDBI,NDWI,cluster_event_count,cluster_unique_dates,cluster_span_days,persistence_summary,nearest_industry_name,nearest_man_made,nearest_power,osm_context_summary,candidate_class,candidate_evidence_summary,evidence_confidence,validation_action_required,annotator_id,annotator_notes,final_label,label_status
FIRMS_0046,30,2026-03-23,08:46,N20,VIIRS,22.93538,72.38679,1,341.58,307.54,34.04,3.66,n,0.43,0.46,4462.78,0,0,0,0.166590178981184,0.3122294372294372,-0.3157349896480331,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4463m) or mixed spectral signals (NDVI 0.17, NDBI 0.31, FRP 3.66MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0047,31,2026-03-23,08:46,N20,VIIRS,22.94121,72.43755,1,337.01,303.85,33.16,3.44,n,0.43,0.46,1275.92,0,0,7,0.3883417620441842,0.0674056856785267,-0.4742792538157151,1,1,0,Transient / Single Occurrence (1 detection),,works,,Man-made: works,Ambiguous (Review Required),"Intermediate proximity (1276m) or mixed spectral signals (NDVI 0.39, NDBI 0.07, FRP 3.44MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0048,32,2026-03-23,08:46,N20,VIIRS,22.94282,72.48921,1,337.89,307.64,30.25,7.92,n,0.44,0.46,2141.48,0,0,0,0.1518357187305538,0.2093122597180692,-0.2712912087912087,3,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2141m) or mixed spectral signals (NDVI 0.15, NDBI 0.21, FRP 7.92MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0049,32,2026-03-23,08:46,N20,VIIRS,22.9433,72.4935,1,347.87,306.96,40.91,7.92,n,0.44,0.46,2375.75,0,0,0,0.1277941796710248,0.3072538860103627,-0.2351039260969976,3,1,0,"Moderate Persistence (3 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2376m) or mixed spectral signals (NDVI 0.13, NDBI 0.31, FRP 7.92MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0050,32,2026-03-23,08:46,N20,VIIRS,22.94755,72.49294,1,332.92,305.36,27.56,7.92,l,0.44,0.46,2014.24,0,0,0,0.1216805390408244,0.287871162556618,-0.2261698440207972,3,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2014m) or mixed spectral signals (NDVI 0.12, NDBI 0.29, FRP 7.92MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0051,33,2026-03-23,08:46,N20,VIIRS,22.98929,72.44418,1,332.33,305.78,26.55,5.06,l,0.44,0.46,4302.94,0,0,0,0.1814385150812065,0.2856341189674523,-0.3116950025759917,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4303m) or mixed spectral signals (NDVI 0.18, NDBI 0.29, FRP 5.06MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0052,4,2026-03-23,21:14,N20,VIIRS,22.97839,72.56555,0,312.46,290.99,21.47,1.32,n,0.42,0.45,312.77,1,3,7,0.0734664764621968,0.1504374823595822,-0.1734892787524366,25,21,81,"High Persistence (23 detections across 20 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 313m, NDBI 0.15).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0053,34,2026-03-25,08:09,N20,VIIRS,22.9001,72.54078,1,338.29,313.2,25.09,4.95,l,0.46,0.39,3707.3,0,0,0,0.5249679897567221,0.0205592105263157,-0.5568627450980392,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (3707m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.52, NDBI 0.02), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0054,35,2026-03-25,08:09,N20,VIIRS,22.90485,72.6528,1,343.68,305.4,38.28,5.74,n,0.45,0.39,2001.32,0,0,0,0.1230734867098503,0.1464946528602953,-0.2523038605230386,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2001m) or mixed spectral signals (NDVI 0.12, NDBI 0.15, FRP 5.74MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0055,36,2026-03-25,20:37,N20,VIIRS,23.15413,72.45323,0,305.62,288.62,17.0,0.88,n,0.48,0.4,434.21,1,8,24,0.5356019445238777,-0.0120618168111571,-0.5529207634470792,1,1,0,Transient / Single Occurrence (1 detection),,works,,Man-made: works,Ambiguous (Review Required),"Intermediate proximity (434m) or mixed spectral signals (NDVI 0.54, NDBI -0.01, FRP 0.88MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0056,29,2026-03-26,07:50,N20,VIIRS,22.81597,72.42524,1,340.21,306.28,33.93,6.63,n,0.57,0.52,4567.73,0,0,0,0.3975240715268225,0.1233822260569456,-0.4696239151398264,2,2,3,"Moderate Persistence (2 detections across 2 dates, 3d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4568m) or mixed spectral signals (NDVI 0.40, NDBI 0.12, FRP 6.63MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0057,37,2026-03-27,07:31,N20,VIIRS,22.77055,72.26617,1,342.71,300.3,42.41,5.74,n,0.59,0.7,4721.89,0,0,0,0.1659087081017349,0.0400776591318818,-0.3393962848297213,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4722m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.17, NDBI 0.04), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0058,37,2026-03-27,07:31,N20,VIIRS,22.77288,72.2662,1,346.77,299.25,47.52,7.43,n,0.58,0.7,4843.12,0,0,0,0.2041716807059767,0.0806920839075179,-0.3751717819514429,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4843m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.20, NDBI 0.08), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0059,38,2026-03-27,09:12,N20,VIIRS,22.82045,72.5416,1,330.62,301.69,28.93,3.76,l,0.56,0.69,4775.49,0,0,0,0.145446507515473,0.1671488267438123,-0.2535074987905176,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4775m) or mixed spectral signals (NDVI 0.15, NDBI 0.17, FRP 3.76MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0060,39,2026-03-27,09:12,N20,VIIRS,23.01342,72.28349,1,339.03,300.99,38.04,3.09,n,0.54,0.68,922.53,0,1,23,0.0011280315848843,0.0446716899892357,-0.0418195157740278,1,1,0,Transient / Single Occurrence (1 detection),,works,,Man-made: works,Industrial Fire,"Acute transient detection (span 0d) with elevated thermal emission (FRP 3.09MW, TI4 339.0K) inside industrial zone (923m, NDBI 0.04).",Low,Cross-reference with local municipal fire dispatch logs or optical smoke plume evidence.,,,Unknown,Needs Human Validation
FIRMS_0061,40,2026-03-27,09:12,N20,VIIRS,23.05063,72.27502,1,339.35,300.36,38.99,4.43,n,0.54,0.68,1771.81,0,0,2,0.7550260610573343,-0.329385222786238,-0.629450397511234,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1772m) or mixed spectral signals (NDVI 0.76, NDBI -0.33, FRP 4.43MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0062,41,2026-03-27,09:12,N20,VIIRS,23.21547,72.43324,1,330.37,300.86,29.51,3.58,l,0.55,0.68,4253.98,0,0,0,0.3364847443059733,0.0011241368235105,-0.4718409843823947,1,1,0,Transient / Single Occurrence (1 detection),,,generator,Power: generator,Other Thermal Source,"Remote from industrial infrastructure (4254m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.34, NDBI 0.00), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0063,4,2026-03-27,21:39,N20,VIIRS,22.98062,72.56441,0,305.97,294.65,11.32,1.5,n,0.52,0.67,516.34,0,4,9,0.1273854961832061,0.1427534917467803,-0.2680440032197478,25,21,81,"High Persistence (23 detections across 20 dates, 81d span)",,,,Landuse: industrial,Persistent Industrial Heat,"Multi-date recurrence (21 dates over 81d span in cluster), inside/adjacent to industrial zone (dist 516m, NDBI 0.14).",High,Confirm industrial facility boundary and continuous operations via satellite basemap.,SAMPAD_R,Confirmed chronic nocturnal heat source in industrial estate; 81d recurrence.,Persistent Industrial Heat,Validated
FIRMS_0064,42,2026-03-28,08:53,N20,VIIRS,22.95219,72.40082,1,331.98,301.5,30.48,3.98,n,0.54,0.51,4581.92,0,0,0,0.1859459459459459,0.1649857278782112,-0.3024636390620362,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (4582m) or mixed spectral signals (NDVI 0.19, NDBI 0.16, FRP 3.98MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0065,43,2026-03-28,08:53,N20,VIIRS,23.0425,72.33364,1,345.96,301.73,44.23,12.56,n,0.54,0.51,2410.09,0,0,0,0.5013477088948787,-0.0491618007157656,-0.552396878483835,3,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2410m) or mixed spectral signals (NDVI 0.50, NDBI -0.05, FRP 12.56MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0066,43,2026-03-28,08:53,N20,VIIRS,23.04304,72.33891,1,343.78,304.44,39.34,12.56,n,0.54,0.51,2670.75,0,0,0,0.2153256704980843,0.2165321916680388,-0.3961267605633803,3,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (2671m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.22, NDBI 0.22), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0067,43,2026-03-28,08:53,N20,VIIRS,23.04467,72.33624,1,367.0,304.55,62.45,21.75,h,0.54,0.51,2723.66,0,0,0,0.1540923639689072,0.0850652489125181,-0.3482905982905983,3,1,0,"Moderate Persistence (3 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2724m) or mixed spectral signals (NDVI 0.15, NDBI 0.09, FRP 21.75MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0068,44,2026-03-28,08:53,N20,VIIRS,23.13341,72.34417,1,342.59,301.31,41.28,5.12,n,0.54,0.51,5611.87,0,0,0,0.5827746260959258,-0.1043540842029507,-0.5926310326933056,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (5612m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.58, NDBI -0.10), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0069,45,2026-03-28,08:53,N20,VIIRS,23.14455,72.31611,1,340.29,300.68,39.61,4.98,n,0.54,0.51,6006.32,0,0,0,0.3109465891062929,0.1736666666666666,-0.4362688296639629,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (6006m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.31, NDBI 0.17), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0070,45,2026-03-28,08:53,N20,VIIRS,23.14731,72.31373,1,332.81,297.94,34.87,4.67,n,0.54,0.51,5980.01,0,0,0,0.1749494949494949,0.1175845850402063,-0.2898647150144156,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (5980m) or mixed spectral signals (NDVI 0.17, NDBI 0.12, FRP 4.67MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0071,46,2026-03-28,21:21,N20,VIIRS,22.99295,72.67189,0,304.41,292.97,11.44,1.08,n,0.53,0.5,2176.93,0,0,0,0.2448361332966125,0.1621872103799814,-0.3950617283950617,1,1,0,Transient / Single Occurrence (1 detection),Vastral Bus Depot,,,Name: Vastral Bus Depot; Type: bus_depot; Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2177m) or mixed spectral signals (NDVI 0.24, NDBI 0.16, FRP 1.08MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0072,47,2026-03-29,08:34,N20,VIIRS,22.83125,72.57391,1,341.08,307.79,33.29,4.38,n,0.45,0.39,1711.19,0,0,1,0.199203187250996,0.1216807703530784,-0.3629160063391442,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1711m) or mixed spectral signals (NDVI 0.20, NDBI 0.12, FRP 4.38MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0073,48,2026-03-29,08:34,N20,VIIRS,22.8515,72.48209,1,336.4,305.29,31.11,3.65,n,0.45,0.39,7391.68,0,0,0,0.2491213562125284,0.0740229885057471,-0.3992589161648912,1,1,0,Transient / Single Occurrence (1 detection),Shri Raj meatal,works,,Name: Shri Raj meatal; Man-made: works,Other Thermal Source,"Remote from industrial infrastructure (7392m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.25, NDBI 0.07), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0074,49,2026-03-29,08:34,N20,VIIRS,22.88402,72.64179,1,338.0,305.26,32.74,2.63,n,0.45,0.39,3683.12,0,0,0,0.2282292003884752,0.1683472161332748,-0.3420587194906261,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (3683m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.23, NDBI 0.17), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0075,49,2026-03-29,08:34,N20,VIIRS,22.88669,72.64285,1,339.23,306.86,32.37,3.88,n,0.45,0.39,3437.57,0,0,0,0.2108420351033103,0.1213928744156053,-0.3116726835138387,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (3438m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.21, NDBI 0.12), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0076,50,2026-03-29,08:34,N20,VIIRS,23.24766,72.26569,1,338.67,301.42,37.25,2.82,n,0.44,0.38,7504.92,0,0,0,0.1638696939782823,0.0808212058212058,-0.3402804092459265,1,1,0,Transient / Single Occurrence (1 detection),Shiyapura Hydro Power Plant No.1,,plant,Name: Shiyapura Hydro Power Plant No.1; Landuse: industrial; Power: plant,Ambiguous (Review Required),"Intermediate proximity (7505m) or mixed spectral signals (NDVI 0.16, NDBI 0.08, FRP 2.82MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0077,51,2026-03-30,08:15,N20,VIIRS,22.7878,72.48606,1,340.11,311.42,28.69,5.51,l,0.41,0.37,8948.54,0,0,0,0.1627129969929836,0.2613033326257695,-0.3181818181818182,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (8949m) or mixed spectral signals (NDVI 0.16, NDBI 0.26, FRP 5.51MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0078,52,2026-03-30,08:15,N20,VIIRS,22.87034,72.6946,1,338.93,311.13,27.8,5.43,l,0.4,0.37,4193.92,0,0,0,0.3280531425651507,0.0617328519855595,-0.4422863485016648,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (4194m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.33, NDBI 0.06), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0079,53,2026-03-30,08:15,N20,VIIRS,22.90777,72.27724,1,344.97,313.2,31.77,5.07,n,0.41,0.37,6562.36,0,0,0,0.232237539766702,0.0914777169663799,-0.3761250592136428,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (6562m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.23, NDBI 0.09), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0080,54,2026-03-30,08:15,N20,VIIRS,22.91181,72.28054,1,337.24,309.96,27.28,5.07,l,0.41,0.37,6267.52,0,0,0,0.5646704949412087,0.0096919349255797,-0.5464864864864865,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (6268m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.56, NDBI 0.01), single/episodic burn.",High,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0081,54,2026-03-30,08:15,N20,VIIRS,22.91519,72.27989,1,343.9,308.71,35.19,5.4,n,0.41,0.37,5897.89,0,0,0,0.1737689393939394,0.2203176600094354,-0.3023377987916995,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (5898m) or mixed spectral signals (NDVI 0.17, NDBI 0.22, FRP 5.40MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0082,55,2026-03-31,07:56,N20,VIIRS,22.94102,72.52146,1,340.12,304.95,35.17,4.33,n,0.45,0.47,3297.65,0,0,0,0.1844144343590879,0.1614420062695925,-0.3558033451596553,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (3298m) or mixed spectral signals (NDVI 0.18, NDBI 0.16, FRP 4.33MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0083,56,2026-04-01,07:37,N20,VIIRS,23.0004,72.32112,1,330.95,304.52,26.43,1.22,l,0.46,0.63,2317.72,0,0,0,0.2224222165080997,0.1584351212604,-0.3410437235543018,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2318m) or mixed spectral signals (NDVI 0.22, NDBI 0.16, FRP 1.22MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0084,57,2026-04-01,07:38,N20,VIIRS,23.07302,72.31764,1,334.02,305.2,28.82,3.82,l,0.46,0.63,1921.79,0,0,9,0.1891332470892626,0.170995670995671,-0.300509337860781,1,1,0,Transient / Single Occurrence (1 detection),Canal Solar Power Project,,plant,Name: Canal Solar Power Project; Power: plant,Ambiguous (Review Required),"Intermediate proximity (1922m) or mixed spectral signals (NDVI 0.19, NDBI 0.17, FRP 3.82MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0085,58,2026-04-02,08:59,N20,VIIRS,22.84739,72.51508,1,347.67,306.38,41.29,3.94,n,0.35,0.56,6553.87,0,0,0,0.2524485308814711,0.1246158144733165,-0.4144469525959368,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (6554m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.25, NDBI 0.12), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0086,59,2026-04-02,08:59,N20,VIIRS,22.87535,72.47784,1,334.26,303.57,30.69,4.09,n,0.34,0.56,5210.27,0,0,0,0.1871022486211285,0.2120529428330048,-0.3432549207873259,1,1,0,Transient / Single Occurrence (1 detection),Shri Raj meatal,works,,Name: Shri Raj meatal; Man-made: works,Ambiguous (Review Required),"Intermediate proximity (5210m) or mixed spectral signals (NDVI 0.19, NDBI 0.21, FRP 4.09MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0087,60,2026-04-02,08:59,N20,VIIRS,23.23714,72.30925,1,340.62,307.91,32.71,2.55,n,0.34,0.56,3111.58,0,0,0,0.2704849498327759,0.0813180169286578,-0.4134883720930232,2,2,38,"Moderate Persistence (2 detections across 2 dates, 38d span)",Shiyapura Hydro Power Plant No.1,,plant,Name: Shiyapura Hydro Power Plant No.1; Landuse: industrial; Power: plant,Ambiguous (Review Required),"Intermediate proximity (3112m) or mixed spectral signals (NDVI 0.27, NDBI 0.08, FRP 2.55MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0088,61,2026-04-03,08:40,N20,VIIRS,23.03316,72.45387,1,334.41,289.49,44.92,5.46,n,0.53,0.42,2456.49,0,0,0,0.0939287691455988,0.0525811091577433,-0.1865492393915132,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2456m) or mixed spectral signals (NDVI 0.09, NDBI 0.05, FRP 5.46MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0089,62,2026-04-05,08:03,N20,VIIRS,22.93506,72.25756,1,338.4,307.26,31.14,3.44,n,0.57,0.43,3179.84,0,0,0,0.6717495987158909,-0.1659669745312062,-0.6350078492935636,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (3180m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.67, NDBI -0.17), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
FIRMS_0090,63,2026-04-05,08:03,N20,VIIRS,23.21997,72.28629,1,342.66,312.71,29.95,12.36,n,0.56,0.43,5980.42,0,0,0,0.1775777414075286,0.1476380867762476,-0.3250460405156538,1,1,0,Transient / Single Occurrence (1 detection),Shiyapura Hydro Power Plant No.1,,plant,Name: Shiyapura Hydro Power Plant No.1; Landuse: industrial; Power: plant,Ambiguous (Review Required),"Intermediate proximity (5980m) or mixed spectral signals (NDVI 0.18, NDBI 0.15, FRP 12.36MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0091,64,2026-04-06,07:44,N20,VIIRS,23.11073,72.68373,1,335.18,305.64,29.54,5.25,n,0.34,0.56,1923.66,0,0,1,0.4545877969259432,0.0183875530410183,-0.5127149430854928,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (1924m) or mixed spectral signals (NDVI 0.45, NDBI 0.02, FRP 5.25MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0092,64,2026-04-06,07:44,N20,VIIRS,23.11145,72.687,1,367.0,305.37,61.63,5.25,h,0.34,0.56,2217.75,0,0,0,0.3723161260849703,0.0377962844330557,-0.4812623274161736,2,1,0,"Moderate Persistence (2 detections across 1 dates, 0d span)",,,,Landuse: industrial,Ambiguous (Review Required),"Intermediate proximity (2218m) or mixed spectral signals (NDVI 0.37, NDBI 0.04, FRP 5.25MW).",Ambiguous,Perform comprehensive multi-temporal optical imagery inspection (Sentinel-2 / Google Earth) to determine site activity.,,,Unknown,Needs Human Validation
FIRMS_0093,65,2026-04-07,09:05,N20,VIIRS,22.9166,72.2655,1,338.38,293.48,44.9,6.01,n,0.42,0.61,5307.08,0,0,0,0.29979035639413,0.1698744769874477,-0.4078910019869429,1,1,0,Transient / Single Occurrence (1 detection),,,,Landuse: industrial,Other Thermal Source,"Remote from industrial infrastructure (5307m, 0 industries in 1km), rural/agricultural spectral profile (NDVI 0.30, NDBI 0.17), single/episodic burn.",Medium,Verify agricultural plot boundary or open field context on satellite imagery.,,,Unknown,Needs Human Validation
